"","name1","name2","name3","name4","name5","name6","value"
"253","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","@LanguageCode1","de"
"254","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","@LanguageCode2","en"
"255","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","$1","06:30 - 22:00 Uhr"
"256","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","$2","6:30 am - 10:00 pm"
"257","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","@LanguageCode1","de"
"258","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","@LanguageCode2","en"
"259","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","$1","06:30 - 22:00 Uhr"
"260","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","$2","6:30 am - 10:00 pm"
"261","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","@LanguageCode1","de"
"262","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","@LanguageCode2","en"
"263","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","$1","06:30 - 22:00 Uhr"
"264","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","$2","6:30 am - 10:00 pm"
"265","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","@LanguageCode1","de"
"266","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","@LanguageCode2","en"
"267","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","$1","05:00 - 13:00 Uhr (letzter Einlass um 12:30 Uhr)<br><b>*** Nur für ankommende Lufthansa Passagiere</b><br><I>*** Zugang nur mit Interkont Bordkarte (Flug-Nr. LH 401 - LH 799) oder aus ALG, BEY, CMN, GOJ, KUF, TUN</I>"
"268","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","$2","5:00 am - 1:00 pm (last admission at 12:30 pm)<br><b>*** for arriving Lufthansa passengers only</b><br><I>*** Access only with intercontinental boarding pass (Flight No. LH 401 - LH 799) or arrivals from ALG, BEY, CMN, GOJ, KUF, TUN</I>"
"269","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","@LanguageCode1","de"
"270","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","@LanguageCode2","en"
"271","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","$1","05:00 - 22:00 Uhr"
"272","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","$2","5:00 am - 10:00 pm"
"273","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","@LanguageCode1","de"
"274","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","@LanguageCode2","en"
"275","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","$1","05:00 - 22:00 Uhr"
"276","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","$2","5:00 am - 10:00 pm"
"277","LoungeResource","Lounges","Lounge","Features","NonSmokingLounge1",NA,"TRUE"
"278","LoungeResource","Lounges","Lounge","Features","NonSmokingLounge2",NA,"TRUE"
"279","LoungeResource","Lounges","Lounge","Features","NonSmokingLounge3",NA,"TRUE"
"280","LoungeResource","Lounges","Lounge","Features","NonSmokingLounge4",NA,"TRUE"
"281","LoungeResource","Lounges","Lounge","Features","NonSmokingLounge5",NA,"FALSE"
"282","LoungeResource","Lounges","Lounge","Features","NonSmokingLounge6",NA,"TRUE"
"283","LoungeResource","Lounges","Lounge","Features","NonSmokingLounge7",NA,"TRUE"
"284","LoungeResource","Lounges","Lounge","Features","NonSmokingLounge8",NA,"FALSE"
"285","LoungeResource","Lounges","Lounge","Features","NonSmokingLounge9",NA,"FALSE"
"286","LoungeResource","Lounges","Lounge","Features","NonSmokingLounge10",NA,"TRUE"
"287","LoungeResource","Lounges","Lounge","Features","NonSmokingLounge11",NA,"TRUE"
"288","LoungeResource","Lounges","Lounge","Features","NonSmokingLounge12",NA,"TRUE"
"289","LoungeResource","Lounges","Lounge","Features","NonSmokingLounge13",NA,"TRUE"
"290","LoungeResource","Lounges","Lounge","Features","NonSmokingLounge14",NA,"TRUE"
"291","LoungeResource","Lounges","Lounge","Features","NonSmokingLounge15",NA,"TRUE"
"292","LoungeResource","Lounges","Lounge","Features","Restrooms1",NA,"TRUE"
"293","LoungeResource","Lounges","Lounge","Features","Restrooms2",NA,"TRUE"
"294","LoungeResource","Lounges","Lounge","Features","Restrooms3",NA,"TRUE"
"295","LoungeResource","Lounges","Lounge","Features","Restrooms4",NA,"TRUE"
"296","LoungeResource","Lounges","Lounge","Features","Restrooms5",NA,"TRUE"
"297","LoungeResource","Lounges","Lounge","Features","Restrooms6",NA,"TRUE"
"298","LoungeResource","Lounges","Lounge","Features","Restrooms7",NA,"TRUE"
"299","LoungeResource","Lounges","Lounge","Features","Restrooms8",NA,"TRUE"
"300","LoungeResource","Lounges","Lounge","Features","Restrooms9",NA,"TRUE"
"301","LoungeResource","Lounges","Lounge","Features","Restrooms10",NA,"TRUE"
"302","LoungeResource","Lounges","Lounge","Features","Restrooms11",NA,"TRUE"
"303","LoungeResource","Lounges","Lounge","Features","Restrooms12",NA,"TRUE"
"304","LoungeResource","Lounges","Lounge","Features","Restrooms13",NA,"TRUE"
"305","LoungeResource","Lounges","Lounge","Features","Restrooms14",NA,"TRUE"
"306","LoungeResource","Lounges","Lounge","Features","Restrooms15",NA,"TRUE"
"307","LoungeResource","Lounges","Lounge","Features","ShowerFacilities1",NA,"TRUE"
"308","LoungeResource","Lounges","Lounge","Features","ShowerFacilities2",NA,"TRUE"
"309","LoungeResource","Lounges","Lounge","Features","ShowerFacilities3",NA,"TRUE"
"310","LoungeResource","Lounges","Lounge","Features","ShowerFacilities4",NA,"TRUE"
"311","LoungeResource","Lounges","Lounge","Features","ShowerFacilities5",NA,"TRUE"
"312","LoungeResource","Lounges","Lounge","Features","ShowerFacilities6",NA,"TRUE"
"313","LoungeResource","Lounges","Lounge","Features","ShowerFacilities7",NA,"TRUE"
"314","LoungeResource","Lounges","Lounge","Features","ShowerFacilities8",NA,"TRUE"
"315","LoungeResource","Lounges","Lounge","Features","ShowerFacilities9",NA,"TRUE"
"316","LoungeResource","Lounges","Lounge","Features","ShowerFacilities10",NA,"TRUE"
"317","LoungeResource","Lounges","Lounge","Features","ShowerFacilities11",NA,"FALSE"
"318","LoungeResource","Lounges","Lounge","Features","ShowerFacilities12",NA,"FALSE"
"319","LoungeResource","Lounges","Lounge","Features","ShowerFacilities13",NA,"TRUE"
"320","LoungeResource","Lounges","Lounge","Features","ShowerFacilities14",NA,"TRUE"
"321","LoungeResource","Lounges","Lounge","Features","ShowerFacilities15",NA,"TRUE"
"322","LoungeResource","Lounges","Lounge","Features","RelaxingRooms1",NA,"TRUE"
"323","LoungeResource","Lounges","Lounge","Features","RelaxingRooms2",NA,"FALSE"
"324","LoungeResource","Lounges","Lounge","Features","RelaxingRooms3",NA,"TRUE"
"325","LoungeResource","Lounges","Lounge","Features","RelaxingRooms4",NA,"TRUE"
"326","LoungeResource","Lounges","Lounge","Features","RelaxingRooms5",NA,"TRUE"
"327","LoungeResource","Lounges","Lounge","Features","RelaxingRooms6",NA,"TRUE"
"328","LoungeResource","Lounges","Lounge","Features","RelaxingRooms7",NA,"TRUE"
"329","LoungeResource","Lounges","Lounge","Features","RelaxingRooms8",NA,"TRUE"
"330","LoungeResource","Lounges","Lounge","Features","RelaxingRooms9",NA,"TRUE"
"331","LoungeResource","Lounges","Lounge","Features","RelaxingRooms10",NA,"FALSE"
"332","LoungeResource","Lounges","Lounge","Features","RelaxingRooms11",NA,"FALSE"
"333","LoungeResource","Lounges","Lounge","Features","RelaxingRooms12",NA,"FALSE"
"334","LoungeResource","Lounges","Lounge","Features","RelaxingRooms13",NA,"TRUE"
"335","LoungeResource","Lounges","Lounge","Features","RelaxingRooms14",NA,"TRUE"
"336","LoungeResource","Lounges","Lounge","Features","RelaxingRooms15",NA,"TRUE"
"337","LoungeResource","Lounges","Lounge","Features","MeetingRooms1",NA,"FALSE"
"338","LoungeResource","Lounges","Lounge","Features","MeetingRooms2",NA,"FALSE"
"339","LoungeResource","Lounges","Lounge","Features","MeetingRooms3",NA,"FALSE"
"340","LoungeResource","Lounges","Lounge","Features","MeetingRooms4",NA,"FALSE"
"341","LoungeResource","Lounges","Lounge","Features","MeetingRooms5",NA,"FALSE"
"342","LoungeResource","Lounges","Lounge","Features","MeetingRooms6",NA,"FALSE"
"343","LoungeResource","Lounges","Lounge","Features","MeetingRooms7",NA,"FALSE"
"344","LoungeResource","Lounges","Lounge","Features","MeetingRooms8",NA,"FALSE"
"345","LoungeResource","Lounges","Lounge","Features","MeetingRooms9",NA,"FALSE"
"346","LoungeResource","Lounges","Lounge","Features","MeetingRooms10",NA,"FALSE"
"347","LoungeResource","Lounges","Lounge","Features","MeetingRooms11",NA,"FALSE"
"348","LoungeResource","Lounges","Lounge","Features","MeetingRooms12",NA,"FALSE"
"349","LoungeResource","Lounges","Lounge","Features","MeetingRooms13",NA,"FALSE"
"350","LoungeResource","Lounges","Lounge","Features","MeetingRooms14",NA,"FALSE"
"351","LoungeResource","Lounges","Lounge","Features","MeetingRooms15",NA,"FALSE"
"352","LoungeResource","Lounges","Lounge","Features","OfficeUnits1",NA,"TRUE"
"353","LoungeResource","Lounges","Lounge","Features","OfficeUnits2",NA,"TRUE"
"354","LoungeResource","Lounges","Lounge","Features","OfficeUnits3",NA,"TRUE"
"355","LoungeResource","Lounges","Lounge","Features","OfficeUnits4",NA,"TRUE"
"356","LoungeResource","Lounges","Lounge","Features","OfficeUnits5",NA,"TRUE"
"357","LoungeResource","Lounges","Lounge","Features","OfficeUnits6",NA,"TRUE"
"358","LoungeResource","Lounges","Lounge","Features","OfficeUnits7",NA,"TRUE"
"359","LoungeResource","Lounges","Lounge","Features","OfficeUnits8",NA,"TRUE"
"360","LoungeResource","Lounges","Lounge","Features","OfficeUnits9",NA,"TRUE"
"361","LoungeResource","Lounges","Lounge","Features","OfficeUnits10",NA,"TRUE"
"362","LoungeResource","Lounges","Lounge","Features","OfficeUnits11",NA,"TRUE"
"363","LoungeResource","Lounges","Lounge","Features","OfficeUnits12",NA,"TRUE"
"364","LoungeResource","Lounges","Lounge","Features","OfficeUnits13",NA,"TRUE"
"365","LoungeResource","Lounges","Lounge","Features","OfficeUnits14",NA,"TRUE"
"366","LoungeResource","Lounges","Lounge","Features","OfficeUnits15",NA,"FALSE"
"367","LoungeResource","Lounges","Lounge","Features","CopyMachine1",NA,"TRUE"
"368","LoungeResource","Lounges","Lounge","Features","CopyMachine2",NA,"TRUE"
"369","LoungeResource","Lounges","Lounge","Features","CopyMachine3",NA,"TRUE"
"370","LoungeResource","Lounges","Lounge","Features","CopyMachine4",NA,"TRUE"
"371","LoungeResource","Lounges","Lounge","Features","CopyMachine5",NA,"TRUE"
"372","LoungeResource","Lounges","Lounge","Features","CopyMachine6",NA,"TRUE"
"373","LoungeResource","Lounges","Lounge","Features","CopyMachine7",NA,"TRUE"
"374","LoungeResource","Lounges","Lounge","Features","CopyMachine8",NA,"TRUE"
"375","LoungeResource","Lounges","Lounge","Features","CopyMachine9",NA,"TRUE"
"376","LoungeResource","Lounges","Lounge","Features","CopyMachine10",NA,"TRUE"
"377","LoungeResource","Lounges","Lounge","Features","CopyMachine11",NA,"FALSE"
"378","LoungeResource","Lounges","Lounge","Features","CopyMachine12",NA,"FALSE"
"379","LoungeResource","Lounges","Lounge","Features","CopyMachine13",NA,"TRUE"
"380","LoungeResource","Lounges","Lounge","Features","CopyMachine14",NA,"TRUE"
"381","LoungeResource","Lounges","Lounge","Features","CopyMachine15",NA,"TRUE"
"382","LoungeResource","Lounges","Lounge","Features","FaxMachine1",NA,"TRUE"
"383","LoungeResource","Lounges","Lounge","Features","FaxMachine2",NA,"TRUE"
"384","LoungeResource","Lounges","Lounge","Features","FaxMachine3",NA,"TRUE"
"385","LoungeResource","Lounges","Lounge","Features","FaxMachine4",NA,"TRUE"
"386","LoungeResource","Lounges","Lounge","Features","FaxMachine5",NA,"TRUE"
"387","LoungeResource","Lounges","Lounge","Features","FaxMachine6",NA,"TRUE"
"388","LoungeResource","Lounges","Lounge","Features","FaxMachine7",NA,"FALSE"
"389","LoungeResource","Lounges","Lounge","Features","FaxMachine8",NA,"TRUE"
"390","LoungeResource","Lounges","Lounge","Features","FaxMachine9",NA,"TRUE"
"391","LoungeResource","Lounges","Lounge","Features","FaxMachine10",NA,"TRUE"
"392","LoungeResource","Lounges","Lounge","Features","FaxMachine11",NA,"FALSE"
"393","LoungeResource","Lounges","Lounge","Features","FaxMachine12",NA,"FALSE"
"394","LoungeResource","Lounges","Lounge","Features","FaxMachine13",NA,"FALSE"
"395","LoungeResource","Lounges","Lounge","Features","FaxMachine14",NA,"TRUE"
"396","LoungeResource","Lounges","Lounge","Features","FaxMachine15",NA,"TRUE"
"397","LoungeResource","Lounges","Lounge","Features","MAMPrinter1",NA,"TRUE"
"398","LoungeResource","Lounges","Lounge","Features","MAMPrinter2",NA,"TRUE"
"399","LoungeResource","Lounges","Lounge","Features","MAMPrinter3",NA,"TRUE"
"400","LoungeResource","Lounges","Lounge","Features","MAMPrinter4",NA,"TRUE"
"401","LoungeResource","Lounges","Lounge","Features","MAMPrinter5",NA,"FALSE"
"402","LoungeResource","Lounges","Lounge","Features","MAMPrinter6",NA,"TRUE"
"403","LoungeResource","Lounges","Lounge","Features","MAMPrinter7",NA,"TRUE"
"404","LoungeResource","Lounges","Lounge","Features","MAMPrinter8",NA,"FALSE"
"405","LoungeResource","Lounges","Lounge","Features","MAMPrinter9",NA,"FALSE"
"406","LoungeResource","Lounges","Lounge","Features","MAMPrinter10",NA,"TRUE"
"407","LoungeResource","Lounges","Lounge","Features","MAMPrinter11",NA,"TRUE"
"408","LoungeResource","Lounges","Lounge","Features","MAMPrinter12",NA,"TRUE"
"409","LoungeResource","Lounges","Lounge","Features","MAMPrinter13",NA,"TRUE"
"410","LoungeResource","Lounges","Lounge","Features","MAMPrinter14",NA,"FALSE"
"411","LoungeResource","Lounges","Lounge","Features","MAMPrinter15",NA,"TRUE"
"412","LoungeResource","Lounges","Lounge","Features","CreditCardTelephone1",NA,"TRUE"
"413","LoungeResource","Lounges","Lounge","Features","CreditCardTelephone2",NA,"FALSE"
"414","LoungeResource","Lounges","Lounge","Features","CreditCardTelephone3",NA,"FALSE"
"415","LoungeResource","Lounges","Lounge","Features","CreditCardTelephone4",NA,"FALSE"
"416","LoungeResource","Lounges","Lounge","Features","CreditCardTelephone5",NA,"FALSE"
"417","LoungeResource","Lounges","Lounge","Features","CreditCardTelephone6",NA,"FALSE"
"418","LoungeResource","Lounges","Lounge","Features","CreditCardTelephone7",NA,"FALSE"
"419","LoungeResource","Lounges","Lounge","Features","CreditCardTelephone8",NA,"TRUE"
"420","LoungeResource","Lounges","Lounge","Features","CreditCardTelephone9",NA,"TRUE"
"421","LoungeResource","Lounges","Lounge","Features","CreditCardTelephone10",NA,"FALSE"
"422","LoungeResource","Lounges","Lounge","Features","CreditCardTelephone11",NA,"FALSE"
"423","LoungeResource","Lounges","Lounge","Features","CreditCardTelephone12",NA,"FALSE"
"424","LoungeResource","Lounges","Lounge","Features","CreditCardTelephone13",NA,"FALSE"
"425","LoungeResource","Lounges","Lounge","Features","CreditCardTelephone14",NA,"FALSE"
"426","LoungeResource","Lounges","Lounge","Features","CreditCardTelephone15",NA,"FALSE"
"427","LoungeResource","Lounges","Lounge","Features","FreeLocalTelephoneCalls1",NA,"FALSE"
"428","LoungeResource","Lounges","Lounge","Features","FreeLocalTelephoneCalls2",NA,"FALSE"
"429","LoungeResource","Lounges","Lounge","Features","FreeLocalTelephoneCalls3",NA,"FALSE"
"430","LoungeResource","Lounges","Lounge","Features","FreeLocalTelephoneCalls4",NA,"FALSE"
"431","LoungeResource","Lounges","Lounge","Features","FreeLocalTelephoneCalls5",NA,"FALSE"
"432","LoungeResource","Lounges","Lounge","Features","FreeLocalTelephoneCalls6",NA,"FALSE"
"433","LoungeResource","Lounges","Lounge","Features","FreeLocalTelephoneCalls7",NA,"FALSE"
"434","LoungeResource","Lounges","Lounge","Features","FreeLocalTelephoneCalls8",NA,"TRUE"
"435","LoungeResource","Lounges","Lounge","Features","FreeLocalTelephoneCalls9",NA,"TRUE"
"436","LoungeResource","Lounges","Lounge","Features","FreeLocalTelephoneCalls10",NA,"FALSE"
"437","LoungeResource","Lounges","Lounge","Features","FreeLocalTelephoneCalls11",NA,"FALSE"
"438","LoungeResource","Lounges","Lounge","Features","FreeLocalTelephoneCalls12",NA,"FALSE"
"439","LoungeResource","Lounges","Lounge","Features","FreeLocalTelephoneCalls13",NA,"FALSE"
"440","LoungeResource","Lounges","Lounge","Features","FreeLocalTelephoneCalls14",NA,"FALSE"
"441","LoungeResource","Lounges","Lounge","Features","FreeLocalTelephoneCalls15",NA,"FALSE"
"442","LoungeResource","Lounges","Lounge","Features","PCWithInternetAccess1",NA,"FALSE"
"443","LoungeResource","Lounges","Lounge","Features","PCWithInternetAccess2",NA,"FALSE"
"444","LoungeResource","Lounges","Lounge","Features","PCWithInternetAccess3",NA,"TRUE"
"445","LoungeResource","Lounges","Lounge","Features","PCWithInternetAccess4",NA,"TRUE"
"446","LoungeResource","Lounges","Lounge","Features","PCWithInternetAccess5",NA,"TRUE"
"447","LoungeResource","Lounges","Lounge","Features","PCWithInternetAccess6",NA,"FALSE"
"448","LoungeResource","Lounges","Lounge","Features","PCWithInternetAccess7",NA,"FALSE"
"449","LoungeResource","Lounges","Lounge","Features","PCWithInternetAccess8",NA,"TRUE"
"450","LoungeResource","Lounges","Lounge","Features","PCWithInternetAccess9",NA,"TRUE"
"451","LoungeResource","Lounges","Lounge","Features","PCWithInternetAccess10",NA,"FALSE"
"452","LoungeResource","Lounges","Lounge","Features","PCWithInternetAccess11",NA,"FALSE"
"453","LoungeResource","Lounges","Lounge","Features","PCWithInternetAccess12",NA,"FALSE"
"454","LoungeResource","Lounges","Lounge","Features","PCWithInternetAccess13",NA,"FALSE"
"455","LoungeResource","Lounges","Lounge","Features","PCWithInternetAccess14",NA,"TRUE"
"456","LoungeResource","Lounges","Lounge","Features","PCWithInternetAccess15",NA,"TRUE"
"457","LoungeResource","Lounges","Lounge","Features","DataPortForLaptops1",NA,"FALSE"
"458","LoungeResource","Lounges","Lounge","Features","DataPortForLaptops2",NA,"FALSE"
"459","LoungeResource","Lounges","Lounge","Features","DataPortForLaptops3",NA,"FALSE"
"460","LoungeResource","Lounges","Lounge","Features","DataPortForLaptops4",NA,"FALSE"
"461","LoungeResource","Lounges","Lounge","Features","DataPortForLaptops5",NA,"FALSE"
"462","LoungeResource","Lounges","Lounge","Features","DataPortForLaptops6",NA,"FALSE"
"463","LoungeResource","Lounges","Lounge","Features","DataPortForLaptops7",NA,"FALSE"
"464","LoungeResource","Lounges","Lounge","Features","DataPortForLaptops8",NA,"FALSE"
"465","LoungeResource","Lounges","Lounge","Features","DataPortForLaptops9",NA,"FALSE"
"466","LoungeResource","Lounges","Lounge","Features","DataPortForLaptops10",NA,"FALSE"
"467","LoungeResource","Lounges","Lounge","Features","DataPortForLaptops11",NA,"FALSE"
"468","LoungeResource","Lounges","Lounge","Features","DataPortForLaptops12",NA,"FALSE"
"469","LoungeResource","Lounges","Lounge","Features","DataPortForLaptops13",NA,"FALSE"
"470","LoungeResource","Lounges","Lounge","Features","DataPortForLaptops14",NA,"FALSE"
"471","LoungeResource","Lounges","Lounge","Features","DataPortForLaptops15",NA,"FALSE"
"472","LoungeResource","Lounges","Lounge","Features","WLANFacility1",NA,"TRUE"
"473","LoungeResource","Lounges","Lounge","Features","WLANFacility2",NA,"TRUE"
"474","LoungeResource","Lounges","Lounge","Features","WLANFacility3",NA,"TRUE"
"475","LoungeResource","Lounges","Lounge","Features","WLANFacility4",NA,"TRUE"
"476","LoungeResource","Lounges","Lounge","Features","WLANFacility5",NA,"TRUE"
"477","LoungeResource","Lounges","Lounge","Features","WLANFacility6",NA,"TRUE"
"478","LoungeResource","Lounges","Lounge","Features","WLANFacility7",NA,"TRUE"
"479","LoungeResource","Lounges","Lounge","Features","WLANFacility8",NA,"TRUE"
"480","LoungeResource","Lounges","Lounge","Features","WLANFacility9",NA,"TRUE"
"481","LoungeResource","Lounges","Lounge","Features","WLANFacility10",NA,"TRUE"
"482","LoungeResource","Lounges","Lounge","Features","WLANFacility11",NA,"TRUE"
"483","LoungeResource","Lounges","Lounge","Features","WLANFacility12",NA,"TRUE"
"484","LoungeResource","Lounges","Lounge","Features","WLANFacility13",NA,"TRUE"
"485","LoungeResource","Lounges","Lounge","Features","WLANFacility14",NA,"TRUE"
"486","LoungeResource","Lounges","Lounge","Features","WLANFacility15",NA,"TRUE"
"487","LoungeResource","Lounges","Lounge","Features","TV1",NA,"TRUE"
"488","LoungeResource","Lounges","Lounge","Features","TV2",NA,"TRUE"
"489","LoungeResource","Lounges","Lounge","Features","TV3",NA,"TRUE"
"490","LoungeResource","Lounges","Lounge","Features","TV4",NA,"TRUE"
"491","LoungeResource","Lounges","Lounge","Features","TV5",NA,"TRUE"
"492","LoungeResource","Lounges","Lounge","Features","TV6",NA,"TRUE"
"493","LoungeResource","Lounges","Lounge","Features","TV7",NA,"TRUE"
"494","LoungeResource","Lounges","Lounge","Features","TV8",NA,"TRUE"
"495","LoungeResource","Lounges","Lounge","Features","TV9",NA,"TRUE"
"496","LoungeResource","Lounges","Lounge","Features","TV10",NA,"TRUE"
"497","LoungeResource","Lounges","Lounge","Features","TV11",NA,"TRUE"
"498","LoungeResource","Lounges","Lounge","Features","TV12",NA,"TRUE"
"499","LoungeResource","Lounges","Lounge","Features","TV13",NA,"TRUE"
"500","LoungeResource","Lounges","Lounge","Features","TV14",NA,"TRUE"
"501","LoungeResource","Lounges","Lounge","Features","TV15",NA,"TRUE"
"502","LoungeResource","Lounges","Lounge","MagazinesAndNews","German1",NA,"TRUE"
"503","LoungeResource","Lounges","Lounge","MagazinesAndNews","German2",NA,"TRUE"
"504","LoungeResource","Lounges","Lounge","MagazinesAndNews","German3",NA,"TRUE"
"505","LoungeResource","Lounges","Lounge","MagazinesAndNews","German4",NA,"TRUE"
"506","LoungeResource","Lounges","Lounge","MagazinesAndNews","German5",NA,"TRUE"
"507","LoungeResource","Lounges","Lounge","MagazinesAndNews","German6",NA,"TRUE"
"508","LoungeResource","Lounges","Lounge","MagazinesAndNews","German7",NA,"TRUE"
"509","LoungeResource","Lounges","Lounge","MagazinesAndNews","German8",NA,"TRUE"
"510","LoungeResource","Lounges","Lounge","MagazinesAndNews","German9",NA,"TRUE"
"511","LoungeResource","Lounges","Lounge","MagazinesAndNews","German10",NA,"FALSE"
"512","LoungeResource","Lounges","Lounge","MagazinesAndNews","German11",NA,"TRUE"
"513","LoungeResource","Lounges","Lounge","MagazinesAndNews","German12",NA,"TRUE"
"514","LoungeResource","Lounges","Lounge","MagazinesAndNews","German13",NA,"TRUE"
"515","LoungeResource","Lounges","Lounge","MagazinesAndNews","German14",NA,"TRUE"
"516","LoungeResource","Lounges","Lounge","MagazinesAndNews","German15",NA,"TRUE"
"517","LoungeResource","Lounges","Lounge","MagazinesAndNews","International1",NA,"TRUE"
"518","LoungeResource","Lounges","Lounge","MagazinesAndNews","International2",NA,"TRUE"
"519","LoungeResource","Lounges","Lounge","MagazinesAndNews","International3",NA,"TRUE"
"520","LoungeResource","Lounges","Lounge","MagazinesAndNews","International4",NA,"TRUE"
"521","LoungeResource","Lounges","Lounge","MagazinesAndNews","International5",NA,"TRUE"
"522","LoungeResource","Lounges","Lounge","MagazinesAndNews","International6",NA,"TRUE"
"523","LoungeResource","Lounges","Lounge","MagazinesAndNews","International7",NA,"TRUE"
"524","LoungeResource","Lounges","Lounge","MagazinesAndNews","International8",NA,"TRUE"
"525","LoungeResource","Lounges","Lounge","MagazinesAndNews","International9",NA,"TRUE"
"526","LoungeResource","Lounges","Lounge","MagazinesAndNews","International10",NA,"TRUE"
"527","LoungeResource","Lounges","Lounge","MagazinesAndNews","International11",NA,"TRUE"
"528","LoungeResource","Lounges","Lounge","MagazinesAndNews","International12",NA,"TRUE"
"529","LoungeResource","Lounges","Lounge","MagazinesAndNews","International13",NA,"TRUE"
"530","LoungeResource","Lounges","Lounge","MagazinesAndNews","International14",NA,"TRUE"
"531","LoungeResource","Lounges","Lounge","MagazinesAndNews","International15",NA,"TRUE"
"532","LoungeResource","Lounges","Lounge","MagazinesAndNews","Local1",NA,"TRUE"
"533","LoungeResource","Lounges","Lounge","MagazinesAndNews","Local2",NA,"TRUE"
"534","LoungeResource","Lounges","Lounge","MagazinesAndNews","Local3",NA,"TRUE"
"535","LoungeResource","Lounges","Lounge","MagazinesAndNews","Local4",NA,"TRUE"
"536","LoungeResource","Lounges","Lounge","MagazinesAndNews","Local5",NA,"TRUE"
"537","LoungeResource","Lounges","Lounge","MagazinesAndNews","Local6",NA,"TRUE"
"538","LoungeResource","Lounges","Lounge","MagazinesAndNews","Local7",NA,"TRUE"
"539","LoungeResource","Lounges","Lounge","MagazinesAndNews","Local8",NA,"TRUE"
"540","LoungeResource","Lounges","Lounge","MagazinesAndNews","Local9",NA,"TRUE"
"541","LoungeResource","Lounges","Lounge","MagazinesAndNews","Local10",NA,"TRUE"
"542","LoungeResource","Lounges","Lounge","MagazinesAndNews","Local11",NA,"TRUE"
"543","LoungeResource","Lounges","Lounge","MagazinesAndNews","Local12",NA,"TRUE"
"544","LoungeResource","Lounges","Lounge","MagazinesAndNews","Local13",NA,"TRUE"
"545","LoungeResource","Lounges","Lounge","MagazinesAndNews","Local14",NA,"TRUE"
"546","LoungeResource","Lounges","Lounge","MagazinesAndNews","Local15",NA,"TRUE"
"547","LoungeResource","Meta","@Version",NA,NA,NA,"1.0.0"
"548","LoungeResource","Meta","Link","@Href1",NA,NA,"https://api.lufthansa.com/v1/offers/lounges/FRA"
"549","LoungeResource","Meta","Link","@Href2",NA,NA,"https://api.lufthansa.com/v1/mds-references/airports/{airportCode}"
"550","LoungeResource","Meta","Link","@Href3",NA,NA,"https://api.lufthansa.com/v1/mds-references/cities/FRA"
"551","LoungeResource","Meta","Link","@Rel1",NA,NA,"self"
"552","LoungeResource","Meta","Link","@Rel2",NA,NA,"related"
"553","LoungeResource","Meta","Link","@Rel3",NA,NA,"related"
